year_month,month_of_release,passenger_type,direction,sex,age,estimate,standard_error,status
2020-12,2021-09,Long-term migrant,Arrivals,Male,0-4 years,207,9,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Female,10-14 years,177,6,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Male,10-14 years,142,5,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Female,15-19 years,99,5,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Male,15-19 years,97,5,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Female,20-24 years,124,5,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Male,20-24 years,134,6,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Female,25-29 years,316,10,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Male,25-29 years,227,8,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Female,30-34 years,328,11,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Male,30-34 years,267,9,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Female,35-39 years,214,8,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Male,35-39 years,204,8,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Female,40-44 years,173,7,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Male,40-44 years,179,8,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Female,45-49 years,151,8,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Male,45-49 years,155,8,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Female,5-9 years,174,5,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Male,5-9 years,176,6,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Female,50-54 years,97,6,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Male,50-54 years,104,6,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Female,55-59 years,85,6,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Male,55-59 years,88,6,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Female,60-64 years,97,7,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Male,60-64 years,76,6,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Female,65-69 years,54,4,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Male,65-69 years,65,5,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Female,70-74 years,20,2,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Male,70-74 years,26,2,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Female,75-79 years,14,2,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Male,75-79 years,10,2,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Female,80-84 years,4,1,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Male,80-84 years,5,1,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Female,85-89 years,2,1,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Male,85-89 years,0,0,Provisional
2020-12,2021-09,Long-term migrant,Departures,Female,0-4 years,151,7,Provisional
2020-12,2021-09,Long-term migrant,Departures,Male,0-4 years,156,7,Provisional
2020-12,2021-09,Long-term migrant,Departures,Female,10-14 years,146,6,Provisional
2020-12,2021-09,Long-term migrant,Departures,Male,10-14 years,156,6,Provisional
2020-12,2021-09,Long-term migrant,Departures,Female,15-19 years,302,13,Provisional
2020-12,2021-09,Long-term migrant,Departures,Male,15-19 years,300,11,Provisional
2020-12,2021-09,Long-term migrant,Departures,Female,20-24 years,345,12,Provisional
2020-12,2021-09,Long-term migrant,Departures,Male,20-24 years,367,11,Provisional
2020-12,2021-09,Long-term migrant,Departures,Female,25-29 years,419,14,Provisional
2020-12,2021-09,Long-term migrant,Departures,Male,25-29 years,467,14,Provisional
2020-12,2021-09,Long-term migrant,Departures,Female,30-34 years,303,12,Provisional
2020-12,2021-09,Long-term migrant,Departures,Male,30-34 years,368,13,Provisional
2020-12,2021-09,Long-term migrant,Departures,Female,35-39 years,171,8,Provisional
2020-12,2021-09,Long-term migrant,Departures,Male,35-39 years,224,9,Provisional
2020-12,2021-09,Long-term migrant,Departures,Female,40-44 years,143,8,Provisional
2020-12,2021-09,Long-term migrant,Departures,Male,40-44 years,136,7,Provisional
2020-12,2021-09,Long-term migrant,Departures,Female,45-49 years,101,6,Provisional
2020-12,2021-09,Long-term migrant,Departures,Male,45-49 years,105,6,Provisional
2020-12,2021-09,Long-term migrant,Departures,Female,5-9 years,148,7,Provisional
2020-12,2021-09,Long-term migrant,Departures,Male,5-9 years,152,6,Provisional
2020-12,2021-09,Long-term migrant,Departures,Female,50-54 years,120,7,Provisional
2020-12,2021-09,Long-term migrant,Departures,Male,50-54 years,111,7,Provisional
2020-12,2021-09,Long-term migrant,Departures,Female,55-59 years,98,7,Provisional
2020-12,2021-09,Long-term migrant,Departures,Male,55-59 years,80,6,Provisional
2020-12,2021-09,Long-term migrant,Departures,Female,60-64 years,109,7,Provisional
2020-12,2021-09,Long-term migrant,Departures,Male,60-64 years,76,6,Provisional
2020-12,2021-09,Long-term migrant,Departures,Female,65-69 years,82,6,Provisional
2020-12,2021-09,Long-term migrant,Departures,Male,65-69 years,59,5,Provisional
2020-12,2021-09,Long-term migrant,Departures,Female,70-74 years,45,4,Provisional
2020-12,2021-09,Long-term migrant,Departures,Male,70-74 years,52,5,Provisional
2020-12,2021-09,Long-term migrant,Departures,Female,75-79 years,21,2,Provisional
2020-12,2021-09,Long-term migrant,Departures,Male,75-79 years,20,2,Provisional
2020-12,2021-09,Long-term migrant,Departures,Female,80-84 years,16,2,Provisional
2020-12,2021-09,Long-term migrant,Departures,Male,80-84 years,5,1,Provisional
2020-12,2021-09,Long-term migrant,Departures,Female,85-89 years,6,1,Provisional
2020-12,2021-09,Long-term migrant,Departures,Male,85-89 years,5,1,Provisional
2020-12,2021-09,Long-term migrant,Departures,Female,90+ years,2,1,Provisional
2020-12,2021-09,Long-term migrant,Departures,Male,90+ years,2,0,Provisional
2020-12,2021-09,Long-term migrant,Net,Female,0-4 years,40,11,Provisional
2020-12,2021-09,Long-term migrant,Net,Male,0-4 years,51,11,Provisional
2020-12,2021-09,Long-term migrant,Net,Female,10-14 years,31,9,Provisional
2020-12,2021-09,Long-term migrant,Net,Male,10-14 years,-14,7,Provisional
2020-12,2021-09,Long-term migrant,Net,Female,15-19 years,-203,13,Provisional
2020-12,2021-09,Long-term migrant,Net,Male,15-19 years,-203,12,Provisional
2020-12,2021-09,Long-term migrant,Net,Female,20-24 years,-221,13,Provisional
2020-12,2021-09,Long-term migrant,Net,Male,20-24 years,-232,12,Provisional
2020-12,2021-09,Long-term migrant,Net,Female,25-29 years,-102,16,Provisional
2020-12,2021-09,Long-term migrant,Net,Male,25-29 years,-240,16,Provisional
2020-12,2021-09,Long-term migrant,Net,Female,30-34 years,25,15,Provisional
2020-12,2021-09,Long-term migrant,Net,Male,30-34 years,-101,15,Provisional
2020-12,2021-09,Long-term migrant,Net,Female,35-39 years,43,11,Provisional
2020-12,2021-09,Long-term migrant,Net,Male,35-39 years,-21,12,Provisional
2020-12,2021-09,Long-term migrant,Net,Female,40-44 years,30,10,Provisional
2020-12,2021-09,Long-term migrant,Net,Male,40-44 years,43,10,Provisional
2020-12,2021-09,Long-term migrant,Net,Female,45-49 years,50,10,Provisional
2020-12,2021-09,Long-term migrant,Net,Male,45-49 years,50,10,Provisional
2020-12,2021-09,Long-term migrant,Net,Female,5-9 years,26,8,Provisional
2020-12,2021-09,Long-term migrant,Net,Male,5-9 years,24,8,Provisional
2020-12,2021-09,Long-term migrant,Net,Female,50-54 years,-23,8,Provisional
2020-12,2021-09,Long-term migrant,Net,Male,50-54 years,-7,9,Provisional
2020-12,2021-09,Long-term migrant,Net,Female,55-59 years,-14,8,Provisional
2020-12,2021-09,Long-term migrant,Net,Male,55-59 years,8,8,Provisional
2020-12,2021-09,Long-term migrant,Net,Female,60-64 years,-12,9,Provisional
2020-12,2021-09,Long-term migrant,Net,Male,60-64 years,0,7,Provisional
2020-12,2021-09,Long-term migrant,Net,Female,65-69 years,-29,7,Provisional
2020-12,2021-09,Long-term migrant,Net,Male,65-69 years,6,6,Provisional
2020-12,2021-09,Long-term migrant,Net,Female,70-74 years,-25,4,Provisional
2020-12,2021-09,Long-term migrant,Net,Male,70-74 years,-26,5,Provisional
2020-12,2021-09,Long-term migrant,Net,Female,75-79 years,-7,3,Provisional
2020-12,2021-09,Long-term migrant,Net,Male,75-79 years,-9,3,Provisional
2020-12,2021-09,Long-term migrant,Net,Female,80-84 years,-11,2,Provisional
2020-12,2021-09,Long-term migrant,Net,Male,80-84 years,0,1,Provisional
2020-12,2021-09,Long-term migrant,Net,Female,85-89 years,-4,1,Provisional
2020-12,2021-09,Long-term migrant,Net,Male,85-89 years,-5,1,Provisional
2020-12,2021-09,Long-term migrant,Net,Female,90+ years,-2,1,Provisional
2020-12,2021-09,Long-term migrant,Net,Male,90+ years,-2,0,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,TOTAL,0-4 years,398,15,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,TOTAL,10-14 years,319,8,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,TOTAL,15-19 years,196,7,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,TOTAL,20-24 years,258,9,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,TOTAL,25-29 years,543,15,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,TOTAL,30-34 years,595,16,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,TOTAL,35-39 years,417,13,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,TOTAL,40-44 years,352,12,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,TOTAL,45-49 years,306,13,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,TOTAL,5-9 years,350,9,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,TOTAL,50-54 years,200,10,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,TOTAL,55-59 years,172,9,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,TOTAL,60-64 years,173,11,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,TOTAL,65-69 years,118,8,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,TOTAL,70-74 years,46,4,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,TOTAL,75-79 years,24,3,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,TOTAL,80-84 years,10,1,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,TOTAL,85-89 years,2,1,Provisional
2020-12,2021-09,Long-term migrant,Departures,TOTAL,0-4 years,307,11,Provisional
2020-12,2021-09,Long-term migrant,Departures,TOTAL,10-14 years,303,10,Provisional
2020-12,2021-09,Long-term migrant,Departures,TOTAL,15-19 years,602,20,Provisional
2020-12,2021-09,Long-term migrant,Departures,TOTAL,20-24 years,711,18,Provisional
2020-12,2021-09,Long-term migrant,Departures,TOTAL,25-29 years,885,23,Provisional
2020-12,2021-09,Long-term migrant,Departures,TOTAL,30-34 years,671,20,Provisional
2020-12,2021-09,Long-term migrant,Departures,TOTAL,35-39 years,395,14,Provisional
2020-12,2021-09,Long-term migrant,Departures,TOTAL,40-44 years,279,12,Provisional
2020-12,2021-09,Long-term migrant,Departures,TOTAL,45-49 years,207,9,Provisional
2020-12,2021-09,Long-term migrant,Departures,TOTAL,5-9 years,300,11,Provisional
2020-12,2021-09,Long-term migrant,Departures,TOTAL,50-54 years,231,11,Provisional
2020-12,2021-09,Long-term migrant,Departures,TOTAL,55-59 years,178,10,Provisional
2020-12,2021-09,Long-term migrant,Departures,TOTAL,60-64 years,185,11,Provisional
2020-12,2021-09,Long-term migrant,Departures,TOTAL,65-69 years,142,9,Provisional
2020-12,2021-09,Long-term migrant,Departures,TOTAL,70-74 years,97,7,Provisional
2020-12,2021-09,Long-term migrant,Departures,TOTAL,75-79 years,40,4,Provisional
2020-12,2021-09,Long-term migrant,Departures,TOTAL,80-84 years,21,2,Provisional
2020-12,2021-09,Long-term migrant,Departures,TOTAL,85-89 years,11,1,Provisional
2020-12,2021-09,Long-term migrant,Net,TOTAL,0-4 years,91,19,Provisional
2020-12,2021-09,Long-term migrant,Net,TOTAL,10-14 years,17,13,Provisional
2020-12,2021-09,Long-term migrant,Net,TOTAL,15-19 years,-406,21,Provisional
2020-12,2021-09,Long-term migrant,Net,TOTAL,20-24 years,-453,20,Provisional
2020-12,2021-09,Long-term migrant,Net,TOTAL,25-29 years,-342,27,Provisional
2020-12,2021-09,Long-term migrant,Net,TOTAL,30-34 years,-76,24,Provisional
2020-12,2021-09,Long-term migrant,Net,TOTAL,35-39 years,22,18,Provisional
2020-12,2021-09,Long-term migrant,Net,TOTAL,40-44 years,73,16,Provisional
2020-12,2021-09,Long-term migrant,Net,TOTAL,45-49 years,100,15,Provisional
2020-12,2021-09,Long-term migrant,Net,TOTAL,5-9 years,50,13,Provisional
2020-12,2021-09,Long-term migrant,Net,TOTAL,50-54 years,-30,13,Provisional
2020-12,2021-09,Long-term migrant,Net,TOTAL,55-59 years,-6,13,Provisional
2020-12,2021-09,Long-term migrant,Net,TOTAL,60-64 years,-12,13,Provisional
2020-12,2021-09,Long-term migrant,Net,TOTAL,65-69 years,-23,11,Provisional
2020-12,2021-09,Long-term migrant,Net,TOTAL,70-74 years,-51,7,Provisional
2020-12,2021-09,Long-term migrant,Net,TOTAL,75-79 years,-16,4,Provisional
2020-12,2021-09,Long-term migrant,Net,TOTAL,80-84 years,-12,2,Provisional
2020-12,2021-09,Long-term migrant,Net,TOTAL,85-89 years,-9,2,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,TOTAL,90+ years,0,0,Provisional
2020-12,2021-09,Long-term migrant,Departures,TOTAL,90+ years,4,1,Provisional
2020-12,2021-09,Long-term migrant,Net,TOTAL,90+ years,-4,1,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Female,TOTAL,2320,45,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,Male,TOTAL,2163,45,Provisional
2020-12,2021-09,Long-term migrant,Departures,Female,TOTAL,2729,55,Provisional
2020-12,2021-09,Long-term migrant,Departures,Male,TOTAL,2841,52,Provisional
2020-12,2021-09,Long-term migrant,Net,Female,TOTAL,-409,66,Provisional
2020-12,2021-09,Long-term migrant,Net,Male,TOTAL,-679,66,Provisional
2020-12,2021-09,Long-term migrant,Arrivals,TOTAL,TOTAL,4483,78,Provisional
2020-12,2021-09,Long-term migrant,Departures,TOTAL,TOTAL,5570,93,Provisional
2020-12,2021-09,Long-term migrant,Net,TOTAL,TOTAL,-1087,115,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Female,0-4 years,168,8,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Male,0-4 years,152,6,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Female,10-14 years,142,6,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Male,10-14 years,141,6,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Female,15-19 years,139,8,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Male,15-19 years,125,7,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Female,20-24 years,125,6,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Male,20-24 years,165,9,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Female,25-29 years,253,10,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Male,25-29 years,302,16,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Female,30-34 years,275,10,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Male,30-34 years,307,13,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Female,35-39 years,198,9,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Male,35-39 years,236,11,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Female,40-44 years,155,8,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Male,40-44 years,188,10,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Female,45-49 years,107,6,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Male,45-49 years,145,8,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Female,5-9 years,153,6,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Male,5-9 years,165,6,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Female,50-54 years,78,5,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Male,50-54 years,102,7,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Female,55-59 years,69,6,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Male,55-59 years,72,6,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Female,60-64 years,57,5,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Male,60-64 years,42,5,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Female,65-69 years,43,4,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Male,65-69 years,40,4,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Female,70-74 years,21,3,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Male,70-74 years,24,3,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Female,75-79 years,8,1,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Male,75-79 years,18,3,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Female,80-84 years,9,1,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Male,80-84 years,4,1,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Male,85-89 years,3,1,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Female,90+ years,2,0,Provisional
2021-01,2021-09,Long-term migrant,Arrivals,Male,90+ years,1,0,Provisional
2021-01,2021-09,Long-term migrant,Departures,Female,0-4 years,113,7,Provisional
2021-01,2021-09,Long-term migrant,Departures,Male,0-4 years,113,6,Provisional
2021-01,2021-09,Long-term migrant,Departures,Female,10-14 years,99,6,Provisional
2021-01,2021-09,Long-term migrant,Departures,Male,10-14 years,103,6,Provisional
2021-01,2021-09,Long-term migrant,Departures,Female,15-19 years,144,9,Provisional
2021-01,2021-09,Long-term migrant,Departures,Male,15-19 years,152,9,Provisional
2021-01,2021-09,Long-term migrant,Departures,Female,20-24 years,232,10,Provisional
2021-01,2021-09,Long-term migrant,Departures,Male,20-24 years,292,11,Provisional
2021-01,2021-09,Long-term migrant,Departures,Female,25-29 years,297,11,Provisional
2021-01,2021-09,Long-term migrant,Departures,Male,25-29 years,417,14,Provisional
2021-01,2021-09,Long-term migrant,Departures,Female,30-34 years,202,9,Provisional
2021-01,2021-09,Long-term migrant,Departures,Male,30-34 years,260,11,Provisional
2021-01,2021-09,Long-term migrant,Departures,Female,35-39 years,139,8,Provisional
2021-01,2021-09,Long-term migrant,Departures,Male,35-39 years,142,7,Provisional
2021-01,2021-09,Long-term migrant,Departures,Female,40-44 years,109,7,Provisional
2021-01,2021-09,Long-term migrant,Departures,Male,40-44 years,105,7,Provisional
2021-01,2021-09,Long-term migrant,Departures,Female,45-49 years,99,7,Provisional
2021-01,2021-09,Long-term migrant,Departures,Male,45-49 years,86,6,Provisional
2021-01,2021-09,Long-term migrant,Departures,Female,5-9 years,106,6,Provisional
2021-01,2021-09,Long-term migrant,Departures,Male,5-9 years,111,6,Provisional
2021-01,2021-09,Long-term migrant,Departures,Female,50-54 years,104,7,Provisional
2021-01,2021-09,Long-term migrant,Departures,Male,50-54 years,74,6,Provisional
2021-01,2021-09,Long-term migrant,Departures,Female,55-59 years,149,11,Provisional
2021-01,2021-09,Long-term migrant,Departures,Male,55-59 years,80,6,Provisional
